_id,Timeseries,Prov,OCCUPATION,Labour force,Employed,Unemployed,Unemployment rate
1638,2008,Prince Edward Island, Unclassified,1,-,1,100
1639,2008,Nova Scotia,"Total, all occupations - All skills level",489,451.7,37.4,7.6
1640,2008,Nova Scotia, Management,45.3,44.4,0.9,2
1641,2008,Nova Scotia,Professional: occupations usually require university education,72.3,70.2,2.1,2.9
1642,2008,Nova Scotia,NOC skill level B: occupations usually require college education or apprenticeship training,151.7,144,7.7,5.1
1643,2008,Nova Scotia,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,148,136.4,11.6,7.8
1644,2008,Nova Scotia,NOC skill level D: on-the-job training is usually provided for these occupations,63.7,56.6,7,11
1645,2008,Nova Scotia, Unclassified,8,-,8,100
1646,2008,New Brunswick,"Total, all occupations - All skills level",394.3,360.7,33.6,8.5
1647,2008,New Brunswick, Management,34.3,33.6,0.7,2
1648,2008,New Brunswick,Professional: occupations usually require university education,55.2,54.1,1.1,2
1649,2008,New Brunswick,NOC skill level B: occupations usually require college education or apprenticeship training,123.8,116,7.7,6.2
1650,2008,New Brunswick,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,122.9,112.4,10.5,8.5
1651,2008,New Brunswick,NOC skill level D: on-the-job training is usually provided for these occupations,51.2,44.6,6.6,12.9
1652,2008,New Brunswick, Unclassified,7,-,7,100
1653,2008,Quebec,"Total, all occupations - All skills level",4185.8,3882.7,303.1,7.2
1654,2008,Quebec, Management,389.1,381.9,7.2,1.9
1655,2008,Quebec,Professional: occupations usually require university education,691.8,677.1,14.7,2.1
1656,2008,Quebec,NOC skill level B: occupations usually require college education or apprenticeship training,1314.3,1251.4,62.9,4.8
1657,2008,Quebec,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,1218.5,1145,73.6,6
1658,2008,Quebec,NOC skill level D: on-the-job training is usually provided for these occupations,473.9,427.3,46.5,9.8
1659,2008,Quebec, Unclassified,98.1,-,98.1,100
1660,2008,Ontario,"Total, all occupations - All skills level",7074.4,6610.3,464.1,6.6
1661,2008,Ontario, Management,725.8,710.1,15.7,2.2
1662,2008,Ontario,Professional: occupations usually require university education,1280.3,1254.5,25.8,2
1663,2008,Ontario,NOC skill level B: occupations usually require college education or apprenticeship training,2118.9,2038.5,80.4,3.8
1664,2008,Ontario,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,2019.1,1903.2,115.9,5.7
1665,2008,Ontario,NOC skill level D: on-the-job training is usually provided for these occupations,775.2,704.1,71.1,9.2
1666,2008,Ontario, Unclassified,155.2,-,155.2,100
1667,2008,Manitoba,"Total, all occupations - All skills level",627.7,601.6,26.2,4.2
1668,2008,Manitoba, Management,64.6,64.2,0,0
1669,2008,Manitoba,Professional: occupations usually require university education,91.6,90.6,1,1.1
1670,2008,Manitoba,NOC skill level B: occupations usually require college education or apprenticeship training,191.7,187.4,4.3,2.2
1671,2008,Manitoba,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,204.8,196.7,8.2,4
1672,2008,Manitoba,NOC skill level D: on-the-job training is usually provided for these occupations,67.9,62.8,5.2,7.7
1673,2008,Manitoba, Unclassified,7.1,-,7.1,100
1674,2008,Saskatchewan,"Total, all occupations - All skills level",539.3,517.5,21.8,4
1675,2008,Saskatchewan, Management,72.8,72.5,0,0
1676,2008,Saskatchewan,Professional: occupations usually require university education,74,72.6,1.3,1.8
1677,2008,Saskatchewan,NOC skill level B: occupations usually require college education or apprenticeship training,170.8,166.4,4.4,2.6
1678,2008,Saskatchewan,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,153.5,147.5,6,3.9
1679,2008,Saskatchewan,NOC skill level D: on-the-job training is usually provided for these occupations,62.7,58.5,4.2,6.7
1680,2008,Saskatchewan, Unclassified,5.5,-,5.5,100
1681,2008,Alberta,"Total, all occupations - All skills level",2129.9,2053.9,76.1,3.6
1682,2008,Alberta, Management,215.7,213.6,2.1,1
1683,2008,Alberta,Professional: occupations usually require university education,336,331.6,4.5,1.3
1684,2008,Alberta,NOC skill level B: occupations usually require college education or apprenticeship training,748.8,731.9,16.9,2.3
1685,2008,Alberta,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,597.1,575.7,21.3,3.6
1686,2008,Alberta,NOC skill level D: on-the-job training is usually provided for these occupations,215.6,201.1,14.5,6.7
1687,2008,Alberta, Unclassified,16.7,-,16.7,100
1688,2008,British Columbia,"Total, all occupations - All skills level",2349.4,2241.9,107.5,4.6
1689,2008,British Columbia, Management,234.9,231.9,3,1.3
1690,2008,British Columbia,Professional: occupations usually require university education,386.2,379.7,6.5,1.7
1691,2008,British Columbia,NOC skill level B: occupations usually require college education or apprenticeship training,768,746.6,21.4,2.8
1692,2008,British Columbia,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,655.9,629.9,26,4
1693,2008,British Columbia,NOC skill level D: on-the-job training is usually provided for these occupations,272.9,253.8,19.1,7
1694,2008,British Columbia, Unclassified,31.5,-,31.5,100
1695,2009,Canada,"Total, all occupations - All skills level",18250.4,16727.6,1522.8,8.3
1696,2009,Canada, Management,1785.8,1742.4,43.5,2.4
1697,2009,Canada,Professional: occupations usually require university education,3118,3034.1,84,2.7
1698,2009,Canada,NOC skill level B: occupations usually require college education or apprenticeship training,5718.6,5391.3,327.3,5.7
1699,2009,Canada,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,5202.2,4799.2,403,7.7
1700,2009,Canada,NOC skill level D: on-the-job training is usually provided for these occupations,1986,1760.7,225.3,11.3
1701,2009,Canada, Unclassified,439.7,-,439.7,100
1702,2009,Newfoundland and Labrador,"Total, all occupations - All skills level",254.6,215.1,39.5,15.5
1703,2009,Newfoundland and Labrador, Management,18,17,0.9,5
1704,2009,Newfoundland and Labrador,Professional: occupations usually require university education,36.8,35.1,1.7,4.6
1705,2009,Newfoundland and Labrador,NOC skill level B: occupations usually require college education or apprenticeship training,88.7,76.8,12,13.5
1706,2009,Newfoundland and Labrador,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,69.6,59.2,10.4,14.9
1707,2009,Newfoundland and Labrador,NOC skill level D: on-the-job training is usually provided for these occupations,34.6,27,7.6,22
1708,2009,Newfoundland and Labrador, Unclassified,6.9,-,6.9,100
1709,2009,Prince Edward Island,"Total, all occupations - All skills level",77.3,68.1,9.2,11.9
1710,2009,Prince Edward Island, Management,7.6,7.3,0.3,3.9
1711,2009,Prince Edward Island,Professional: occupations usually require university education,10.5,10.2,0.3,2.9
1712,2009,Prince Edward Island,NOC skill level B: occupations usually require college education or apprenticeship training,23.5,21.6,1.9,8.1
1713,2009,Prince Edward Island,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,23.4,20.1,3.2,13.7
1714,2009,Prince Edward Island,NOC skill level D: on-the-job training is usually provided for these occupations,11,8.8,2.1,19.1
1715,2009,Prince Edward Island, Unclassified,1.4,-,1.4,100
1716,2009,Nova Scotia,"Total, all occupations - All skills level",495.2,449.5,45.7,9.2
1717,2009,Nova Scotia, Management,45.8,45,0.8,1.7
1718,2009,Nova Scotia,Professional: occupations usually require university education,74,72.1,2,2.7
1719,2009,Nova Scotia,NOC skill level B: occupations usually require college education or apprenticeship training,148.9,137.4,11.5,7.7
1720,2009,Nova Scotia,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,153.8,141.8,12,7.8
1721,2009,Nova Scotia,NOC skill level D: on-the-job training is usually provided for these occupations,61.8,53.3,8.5,13.8
1722,2009,Nova Scotia, Unclassified,10.9,-,10.9,100
1723,2009,New Brunswick,"Total, all occupations - All skills level",394.1,360,34.1,8.7
1724,2009,New Brunswick, Management,33.7,32.9,0.9,2.7
1725,2009,New Brunswick,Professional: occupations usually require university education,58.5,57,1.4,2.4
1726,2009,New Brunswick,NOC skill level B: occupations usually require college education or apprenticeship training,124.2,115.5,8.7,7
1727,2009,New Brunswick,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,122.1,111.1,11,9
1728,2009,New Brunswick,NOC skill level D: on-the-job training is usually provided for these occupations,49.7,43.5,6.2,12.5
1729,2009,New Brunswick, Unclassified,5.9,-,5.9,100
1730,2009,Quebec,"Total, all occupations - All skills level",4216.3,3854.2,362.1,8.6
1731,2009,Quebec, Management,396.3,385.4,10.9,2.8
1732,2009,Quebec,Professional: occupations usually require university education,730.6,711.6,19,2.6
1733,2009,Quebec,NOC skill level B: occupations usually require college education or apprenticeship training,1329.7,1257.1,72.6,5.5
1734,2009,Quebec,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,1176.8,1088.8,88.1,7.5
1735,2009,Quebec,NOC skill level D: on-the-job training is usually provided for these occupations,462.7,411.3,51.5,11.1
1736,2009,Quebec, Unclassified,120.1,-,120.1,100
1737,2009,Ontario,"Total, all occupations - All skills level",7080.2,6432.7,647.5,9.1
1738,2009,Ontario, Management,707,689.4,17.5,2.5
1739,2009,Ontario,Professional: occupations usually require university education,1298.2,1261,37.1,2.9
1740,2009,Ontario,NOC skill level B: occupations usually require college education or apprenticeship training,2095.2,1967.6,127.6,6.1
1741,2009,Ontario,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,2033.4,1860.6,172.8,8.5
1742,2009,Ontario,NOC skill level D: on-the-job training is usually provided for these occupations,742,654,88,11.9
1743,2009,Ontario, Unclassified,204.4,-,204.4,100
1744,2009,Manitoba,"Total, all occupations - All skills level",633.6,600.5,33.1,5.2
1745,2009,Manitoba, Management,61.7,61,0.6,1
1746,2009,Manitoba,Professional: occupations usually require university education,96.6,95.1,1.5,1.6
1747,2009,Manitoba,NOC skill level B: occupations usually require college education or apprenticeship training,192.8,186.1,6.7,3.5
1748,2009,Manitoba,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,202.1,191.8,10.3,5.1
1749,2009,Manitoba,NOC skill level D: on-the-job training is usually provided for these occupations,71.5,66.5,5,7
1750,2009,Manitoba, Unclassified,8.8,-,8.8,100
1751,2009,Saskatchewan,"Total, all occupations - All skills level",552.9,525.8,27.1,4.9
1752,2009,Saskatchewan, Management,72.2,71.6,0.6,0.8
1753,2009,Saskatchewan,Professional: occupations usually require university education,78.3,77.2,1.1,1.4
1754,2009,Saskatchewan,NOC skill level B: occupations usually require college education or apprenticeship training,175.5,168.9,6.7,3.8
1755,2009,Saskatchewan,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,159.9,151.6,8.3,5.2
1756,2009,Saskatchewan,NOC skill level D: on-the-job training is usually provided for these occupations,61.3,56.6,4.8,7.8
1757,2009,Saskatchewan, Unclassified,5.6,-,5.6,100
1758,2009,Alberta,"Total, all occupations - All skills level",2171.2,2029.7,141.5,6.5
1759,2009,Alberta, Management,214.6,210.1,4.6,2.1
1760,2009,Alberta,Professional: occupations usually require university education,343.3,334.7,8.6,2.5
1761,2009,Alberta,NOC skill level B: occupations usually require college education or apprenticeship training,760.7,725.5,35.2,4.6
1762,2009,Alberta,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,594.8,554.6,40.1,6.7
1763,2009,Alberta,NOC skill level D: on-the-job training is usually provided for these occupations,227.9,204.8,23.1,10.1
1764,2009,Alberta, Unclassified,29.8,-,29.8,100
1765,2009,British Columbia,"Total, all occupations - All skills level",2375.1,2191.9,183.1,7.7
1766,2009,British Columbia, Management,229,222.7,6.3,2.8
1767,2009,British Columbia,Professional: occupations usually require university education,391.3,380.1,11.2,2.9
1768,2009,British Columbia,NOC skill level B: occupations usually require college education or apprenticeship training,779.3,734.8,44.5,5.7
1769,2009,British Columbia,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,666.3,619.5,46.8,7
1770,2009,British Columbia,NOC skill level D: on-the-job training is usually provided for these occupations,263.3,234.9,28.5,10.8
1771,2009,British Columbia, Unclassified,45.9,-,45.9,100
1772,2010,Canada,"Total, all occupations - All skills level",18450.5,16964.3,1486.3,8.1
1773,2010,Canada, Management,1774.6,1733,41.6,2.3
1774,2010,Canada,Professional: occupations usually require university education,3232.8,3149.7,83.1,2.6
1775,2010,Canada,NOC skill level B: occupations usually require college education or apprenticeship training,5729.6,5450.9,278.7,4.9
